Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Stapleton,40.62692762538176,-74.07790192660066,Campo Bello Restaurante,40.624462968084046,-74.07965238636667,Spanish Restaurant
Stapleton,40.62692762538176,-74.07790192660066,Bay House Bistro,40.62782715401129,-74.07624426687075,Asian Restaurant
Stapleton,40.62692762538176,-74.07790192660066,Vinum Wine Bar & Cafe,40.624767,-74.074973,Bar
Stapleton,40.62692762538176,-74.07790192660066,5050 Skatepark,40.62805294068226,-74.07454754953778,Skate Park
Stapleton,40.62692762538176,-74.07790192660066,El Patron Restaurant & Lounge Inc.,40.62915418246783,-74.07654100941468,Mexican Restaurant
Stapleton,40.62692762538176,-74.07790192660066,Subway,40.62724824958459,-74.07588131862917,Sandwich Place
Stapleton,40.62692762538176,-74.07790192660066,Staten Island Urby,40.629001761198445,-74.07411590996054,Residential Building (Apartment / Condo)
Stapleton,40.62692762538176,-74.07790192660066,Tappen Park,40.626872277442246,-74.07685697078705,Park
Stapleton,40.62692762538176,-74.07790192660066,Bari's Pizza & Pasta,40.627296,-74.076307,Pizza Place
Stapleton,40.62692762538176,-74.07790192660066,Dunkin',40.63112883713693,-74.076879181003,Donut Shop
Stapleton,40.62692762538176,-74.07790192660066,Vida,40.628722708068395,-74.0798020362854,Restaurant
Stapleton,40.62692762538176,-74.07790192660066,Family Dollar,40.627017974853516,-74.07846069335938,Discount Store
Stapleton,40.62692762538176,-74.07790192660066,Family Dollar,40.628318,-74.075875,Discount Store
Stapleton,40.62692762538176,-74.07790192660066,McDonald's,40.62994715715155,-74.07640770077705,Fast Food Restaurant
Stapleton,40.62692762538176,-74.07790192660066,Chase Bank,40.626839464189224,-74.07557730307579,Bank
Stapleton,40.62692762538176,-74.07790192660066,Citibank,40.627942,-74.076008,Bank
Stapleton,40.62692762538176,-74.07790192660066,Best Coffee Shop,40.627164,-74.07794799999999,Coffee Shop
Stapleton,40.62692762538176,-74.07790192660066,Magnolia Fine Jewelry,40.625779,-74.078389,Jewelry Store
Stapleton,40.62692762538176,-74.07790192660066,MTA Bus - Bay St & Water St (S51/S76),40.62711656165055,-74.07586455345152,Bus Stop
Stapleton,40.62692762538176,-74.07790192660066,Jerry's 637 Diner,40.62644902227996,-74.07555580402654,Diner
Stapleton,40.62692762538176,-74.07790192660066,New York Pizza,40.62465012123263,-74.07958268446997,Pizza Place
Stapleton,40.62692762538176,-74.07790192660066,The Corner Grind,40.629517,-74.07679,Café
Stapleton,40.62692762538176,-74.07790192660066,Sand Street studio,40.62899043577369,-74.07551434846864,Music Venue
Stapleton,40.62692762538176,-74.07790192660066,Paulie's Pizzaria,40.629589,-74.076737,Pizza Place
Stapleton,40.62692762538176,-74.07790192660066,Uncle Bourbon's,40.625152587890625,-74.07451629638672,American Restaurant
Stapleton,40.62692762538176,-74.07790192660066,Steven Nails,40.630058,-74.077025,Cosmetics Shop
Stapleton,40.62692762538176,-74.07790192660066,Wave Street Art Gallery,40.6298713684082,-74.07599639892578,Art Gallery
Stapleton,40.62692762538176,-74.07790192660066,Accurate Home Inspections,40.63030438865182,-74.0786862373352,Construction & Landscaping
Stapleton,40.62692762538176,-74.07790192660066,Coperaco,40.628944,-74.07418,Coffee Shop
Stapleton,40.62692762538176,-74.07790192660066,Harley-Davidson of Staten Island,40.63127,-74.076462,Motorcycle Shop
Rosebank,40.61530494652761,-74.06980526716141,Bayou,40.61685347754964,-74.06816056849019,Cajun / Creole Restaurant
Rosebank,40.61530494652761,-74.06980526716141,Pronto Pizza,40.61644869360941,-74.06794260558239,Pizza Place
Rosebank,40.61530494652761,-74.06980526716141,J's on the Bay,40.614228831719466,-74.06627117792073,Breakfast Spot
Rosebank,40.61530494652761,-74.06980526716141,Tony's Brick Oven Pizzeria,40.61518049484888,-74.06727894577533,Italian Restaurant
Rosebank,40.61530494652761,-74.06980526716141,Bin 5,40.613278253734876,-74.0654585662381,Italian Restaurant
Rosebank,40.61530494652761,-74.06980526716141,Phil-Am Kusina,40.61242595410874,-74.07145458203865,Filipino Restaurant
Rosebank,40.61530494652761,-74.06980526716141,Maizal,40.6183345,-74.06954669999999,Mexican Restaurant
Rosebank,40.61530494652761,-74.06980526716141,CVS pharmacy,40.6155692522922,-74.06698954648665,Pharmacy
Rosebank,40.61530494652761,-74.06980526716141,Korzo Klub,40.61881854110182,-74.06942993402481,Eastern European Restaurant
Rosebank,40.61530494652761,-74.06980526716141,Top Tomato Super Store,40.61731311628446,-74.06809265475916,Grocery Store
Rosebank,40.61530494652761,-74.06980526716141,Bagels By The Bay,40.61318854412634,-74.06546253446491,Bagel Shop
Rosebank,40.61530494652761,-74.06980526716141,Convenient Food Mart,40.61201313499828,-74.07061195470808,Restaurant
Rosebank,40.61530494652761,-74.06980526716141,U-Haul of Staten Island,40.61708169390543,-74.06877654042103,Storage Facility
Rosebank,40.61530494652761,-74.06980526716141,Rosebank Tavern,40.612474,-74.065212,Bar
Rosebank,40.61530494652761,-74.06980526716141,Baskin-Robbins,40.61530160251806,-74.06653798811715,Ice Cream Shop
Rosebank,40.61530494652761,-74.06980526716141,Redbox,40.61565,-74.067289,Video Store
Rosebank,40.61530494652761,-74.06980526716141,Subway,40.61523061069549,-74.06649905010045,Sandwich Place
Rosebank,40.61530494652761,-74.06980526716141,Family Dollar,40.61673259079575,-74.07323830113943,Discount Store
Rosebank,40.61530494652761,-74.06980526716141,Food Universe Marketplace,40.616929,-74.073489,Grocery Store
Rosebank,40.61530494652761,-74.06980526716141,Nails 21,40.615109801540434,-74.06690336642889,Cosmetics Shop
Rosebank,40.61530494652761,-74.06980526716141,Yummy Taco,40.616481,-74.06818299999999,Mexican Restaurant
Rosebank,40.61530494652761,-74.06980526716141,New Win Hing,40.614367,-74.066579,Chinese Restaurant
Rosebank,40.61530494652761,-74.06980526716141,Mazial,40.618555962942885,-74.06946943005593,Mexican Restaurant
Rosebank,40.61530494652761,-74.06980526716141,Marketfresh supermarket,40.611939,-74.071342,Supermarket
Rosebank,40.61530494652761,-74.06980526716141,Hylan Blvd & Bay Street,40.613853076808546,-74.06493394619177,Intersection
Rosebank,40.61530494652761,-74.06980526716141,Penny Beach,40.615867950594655,-74.06445562514784,Beach
West Brighton,40.63187892654607,-74.1071817826561,Panini Grill,40.63013746773481,-74.10815562240508,Italian Restaurant
West Brighton,40.63187892654607,-74.1071817826561,Fab Cup,40.63012932675018,-74.10948604345322,Coffee Shop
West Brighton,40.63187892654607,-74.1071817826561,Starbucks,40.63032034,-74.10608734,Coffee Shop
West Brighton,40.63187892654607,-74.1071817826561,Carvel,40.63050804769602,-74.10630777738022,Ice Cream Shop
West Brighton,40.63187892654607,-74.1071817826561,Beans & Leaves,40.63071761434358,-74.10337597131729,Coffee Shop
West Brighton,40.63187892654607,-74.1071817826561,The Kettle Black,40.63094850890812,-74.10318439884412,Wings Joint
West Brighton,40.63187892654607,-74.1071817826561,Burrito Bar,40.63023752407939,-74.1087755374525,Mexican Restaurant
West Brighton,40.63187892654607,-74.1071817826561,Duffy's Tavern,40.62968757097199,-74.11092877250825,Burger Joint
West Brighton,40.63187892654607,-74.1071817826561,Mandolin Brothers,40.630037724409455,-74.11004394292831,Music Store
West Brighton,40.63187892654607,-74.1071817826561,Rustic Music,40.63039017246511,-74.10805230311237,Music Store
West Brighton,40.63187892654607,-74.1071817826561,The Bagel Bin,40.63039334676831,-74.10649653886152,Bagel Shop
West Brighton,40.63187892654607,-74.1071817826561,Randall Manor Tavern,40.63473626275113,-74.10750088634535,American Restaurant
West Brighton,40.63187892654607,-74.1071817826561,Better Gourmet Health Kitchen,40.631065,-74.10331,Juice Bar
West Brighton,40.63187892654607,-74.1071817826561,Cafe Milano,40.63101379177601,-74.10290524363518,Italian Restaurant
West Brighton,40.63187892654607,-74.1071817826561,Ho' Brah Taco Joint,40.63081048535572,-74.10318847740893,Taco Place
West Brighton,40.63187892654607,-74.1071817826561,Jody's Club Forest,40.630893737789805,-74.10191246911978,Bar
West Brighton,40.63187892654607,-74.1071817826561,Nürnberger Bierhaus,40.634765220399984,-74.10954908090247,German Restaurant
West Brighton,40.63187892654607,-74.1071817826561,Pasticceria Bruno,40.62948149754213,-74.11159577324715,Café
West Brighton,40.63187892654607,-74.1071817826561,Li Greci's Staaten,40.6295724,-74.1117852,Event Space
West Brighton,40.63187892654607,-74.1071817826561,Liberty Tavern,40.63092851526023,-74.1021301106698,Bar
West Brighton,40.63187892654607,-74.1071817826561,Richmond Hood Company,40.634932,-74.109628,Board Shop
West Brighton,40.63187892654607,-74.1071817826561,Project Brunch,40.629667,-74.10968199999999,Breakfast Spot
West Brighton,40.63187892654607,-74.1071817826561,Planet Wings,40.63048533646661,-74.10621278154174,Fast Food Restaurant
West Brighton,40.63187892654607,-74.1071817826561,Subway,40.629680335070546,-74.10956803417582,Sandwich Place
West Brighton,40.63187892654607,-74.1071817826561,Kyoto Sushi 5,40.63082355885339,-74.10328887644148,Japanese Restaurant
West Brighton,40.63187892654607,-74.1071817826561,Capital One Bank,40.630780052511156,-74.1021676894843,Bank
West Brighton,40.63187892654607,-74.1071817826561,Chase Bank,40.629427647780226,-74.11141499584994,Bank
West Brighton,40.63187892654607,-74.1071817826561,Key Food Market Place,40.63069100837132,-74.10452523688085,Supermarket
West Brighton,40.63187892654607,-74.1071817826561,Kings Arms Diner,40.63038368896021,-74.10698100476208,Diner
West Brighton,40.63187892654607,-74.1071817826561,Duane Reade,40.6296982,-74.1102294,Pharmacy
West Brighton,40.63187892654607,-74.1071817826561,Keyfood supermarket,40.63070331906898,-74.10443358677848,Food & Drink Shop
West Brighton,40.63187892654607,-74.1071817826561,Puttin on a Bage,40.634576,-74.10625,Breakfast Spot
West Brighton,40.63187892654607,-74.1071817826561,MTA Bus - Castleton Av & Bard Av (S46/S96),40.63464821954867,-74.10623252391815,Bus Stop
West Brighton,40.63187892654607,-74.1071817826561,Moretti Bakery,40.629603,-74.110456,Bakery
West Brighton,40.63187892654607,-74.1071817826561,Island Garden,40.634881,-74.109863,Chinese Restaurant
West Brighton,40.63187892654607,-74.1071817826561,Castleton Nails,40.634890999999996,-74.110129,Cosmetics Shop
West Brighton,40.63187892654607,-74.1071817826561,Dick's Delicatessen,40.634708170212186,-74.11089356923365,Deli / Bodega
West Brighton,40.63187892654607,-74.1071817826561,Randall Manor,40.63450356790789,-74.10255490850638,Neighborhood
Grymes Hill,40.624184791313006,-74.08724819983729,Silver Lake Park Dog Run,40.626392513789774,-74.09162580188871,Dog Run
Grymes Hill,40.624184791313006,-74.08724819983729,Island Food Market Inc.,40.623855999999996,-74.082571,Deli / Bodega
Todt Hill,40.59706851814673,-74.1113288180088,St Francis Woodlands,40.599524,-74.114515,Park
South Beach,40.58024741350956,-74.0795529253982,Franklin D. Roosevelt Boardwalk,40.579832343790244,-74.07614664798619,Beach
South Beach,40.58024741350956,-74.0795529253982,Ocean Breeze Track & Field Athletic Complex,40.58303780053952,-74.07524352889725,Athletics & Sports
South Beach,40.58024741350956,-74.0795529253982,Midland Beach Fishing Pier,40.57981173064671,-74.07606633920702,Pier
South Beach,40.58024741350956,-74.0795529253982,Amazing Deli,40.579207000000004,-74.078923,Deli / Bodega
South Beach,40.58024741350956,-74.0795529253982,The Throne (Main),40.579428,-74.080548,Gym
South Beach,40.58024741350956,-74.0795529253982,South Beach Psychiatric Center Baseball Field,40.58219528198242,-74.07947540283203,Baseball Field
South Beach,40.58024741350956,-74.0795529253982,FDR Boardwalk,40.5801148254376,-74.07609502091778,Beach
South Beach,40.58024741350956,-74.0795529253982,Ocean Breeze Pier,40.577977105192225,-74.07536566257477,Pier
Port Richmond,40.63366930554365,-74.12943426797008,Enterprise Rent-A-Car,40.6369439,-74.1270049,Rental Car Location
Port Richmond,40.63366930554365,-74.12943426797008,Dunkin',40.63722476027046,-74.12762326223819,Donut Shop
Port Richmond,40.63366930554365,-74.12943426797008,MTA Bus - Post Av & Decker Av (S44/S57/S94),40.63209162227073,-74.13294196128845,Bus Stop
Port Richmond,40.63366930554365,-74.12943426797008,Veterans Park,40.637260218454,-74.12902827545018,Park
Port Richmond,40.63366930554365,-74.12943426797008,The Original Val's Pizza,40.637733459472656,-74.1291732788086,Pizza Place
Port Richmond,40.63366930554365,-74.12943426797008,Tacos La Carcachita Truck,40.63587814465688,-74.13443604411235,Food Truck
Port Richmond,40.63366930554365,-74.12943426797008,MTA Bus - Castleton Av & Heberton Av (S46/S53/S66/X10/X14),40.635825790577876,-74.1345507352846,Bus Stop
Mariner's Harbor,40.632546390481124,-74.15008537046981,Shoprite,40.630897521972656,-74.15325927734375,Supermarket
Mariner's Harbor,40.632546390481124,-74.15008537046981,Bella Mama Rose Italian Restaurant,40.63177190796811,-74.1469496567026,Italian Restaurant
Mariner's Harbor,40.632546390481124,-74.15008537046981,West Shore Little League,40.630873,-74.151075,Athletics & Sports
Mariner's Harbor,40.632546390481124,-74.15008537046981,Hillier Gourmet Coffee Co,40.634679,-74.149338,Coffee Shop
Mariner's Harbor,40.632546390481124,-74.15008537046981,bella mama rosa staten island,40.63175,-74.147008,Italian Restaurant
Mariner's Harbor,40.632546390481124,-74.15008537046981,La Campeña,40.631091999999995,-74.147193,Deli / Bodega
Mariner's Harbor,40.632546390481124,-74.15008537046981,44 Bus Stop.,40.63066864013672,-74.14692687988281,Playground
Mariner's Harbor,40.632546390481124,-74.15008537046981,El Dorado,40.63364420616916,-74.14605963617778,Latin American Restaurant
Mariner's Harbor,40.632546390481124,-74.15008537046981,Statem Island Sign,40.63136927545897,-74.1459048126254,Historic Site
Mariner's Harbor,40.632546390481124,-74.15008537046981,Elm Park Deli & Grocery,40.63497,-74.145471,Deli / Bodega
Mariner's Harbor,40.632546390481124,-74.15008537046981,MTA Bus - Morningstar Rd & Forest Av (S44/S48/S89/S94/S98/X30),40.6287601522962,-74.14725808080797,Bus Stop
Port Ivory,40.63968297845542,-74.17464532993542,Jonesys Tavern,40.639359000000006,-74.171533,Bar
Castleton Corners,40.61333593766742,-74.11918058534842,Joe & Pat Pizzeria and Restaurant,40.61304647514354,-74.12212777422766,Pizza Place
Castleton Corners,40.61333593766742,-74.11918058534842,Goodfella's Pizza & Restaurant,40.61311430853664,-74.12399889601244,Pizza Place
Castleton Corners,40.61333593766742,-74.11918058534842,Ron & Dave's Tattooing,40.612686,-74.12225,Tattoo Parlor
Castleton Corners,40.61333593766742,-74.11918058534842,Baskin-Robbins,40.61289949834417,-74.12093304903287,Ice Cream Shop
Castleton Corners,40.61333593766742,-74.11918058534842,TD Bank,40.61269928552784,-74.12422070152161,Bank
Castleton Corners,40.61333593766742,-74.11918058534842,Met Food,40.6131399222632,-74.12354136036618,Grocery Store
Castleton Corners,40.61333593766742,-74.11918058534842,Tokyo Sushi Japanese,40.61312071928962,-74.12090703168099,Japanese Restaurant
Castleton Corners,40.61333593766742,-74.11918058534842,Subway,40.61288521813837,-74.12118783699503,Sandwich Place
Castleton Corners,40.61333593766742,-74.11918058534842,Domino's Pizza,40.61329765850937,-74.12302450106836,Pizza Place
Castleton Corners,40.61333593766742,-74.11918058534842,Mike's Bagel Bistro & Souvlaki Express,40.612895158056645,-74.12379574935812,Bagel Shop
Castleton Corners,40.61333593766742,-74.11918058534842,Burger Chef,40.613105913563615,-74.12371915634371,Burger Joint
Castleton Corners,40.61333593766742,-74.11918058534842,Staten Island GoKarts,40.609500885009766,-74.1197509765625,Go Kart Track
Castleton Corners,40.61333593766742,-74.11918058534842,Orchid Art Gallery,40.612674,-74.122174,Art Gallery
Castleton Corners,40.61333593766742,-74.11918058534842,Danny Boy's,40.61321180615184,-74.12384558912291,Bar
Castleton Corners,40.61333593766742,-74.11918058534842,Blacky,40.61126051,-74.114508,Hookah Bar
Castleton Corners,40.61333593766742,-74.11918058534842,Santander Bank,40.61318686347217,-74.1249369084835,Bank
Castleton Corners,40.61333593766742,-74.11918058534842,The Hollaback Hut,40.61178611,-74.12457794,Comedy Club
New Springville,40.594252379161695,-74.16496031329827,European Wax Center,40.591103290615415,-74.164488327634,Health & Beauty Service
New Springville,40.594252379161695,-74.16496031329827,Trader Joe's,40.58999715702977,-74.16571466938142,Grocery Store
New Springville,40.594252379161695,-74.16496031329827,Heartland Bagels - Richmond Ave,40.59146407482658,-74.16418595565926,Bagel Shop
New Springville,40.594252379161695,-74.16496031329827,City Wine Cellar,40.59156391867557,-74.16403582540441,Liquor Store
New Springville,40.594252379161695,-74.16496031329827,Holy Schnitzel,40.58977776384231,-74.16439040846775,Restaurant
New Springville,40.594252379161695,-74.16496031329827,Starbucks,40.592496,-74.162623,Coffee Shop
New Springville,40.594252379161695,-74.16496031329827,T-Mobile,40.59530799487945,-74.16240446270876,Mobile Phone Shop
New Springville,40.594252379161695,-74.16496031329827,Cold Stone Creamery,40.590823,-74.164608,Ice Cream Shop
New Springville,40.594252379161695,-74.16496031329827,Subway,40.59341289765159,-74.16256117761729,Sandwich Place
New Springville,40.594252379161695,-74.16496031329827,QDOBA Mexican Eats,40.5909256,-74.1644609,Mexican Restaurant
New Springville,40.594252379161695,-74.16496031329827,1001 Nights Cafe,40.598125662135885,-74.16220419472268,Hookah Bar
New Springville,40.594252379161695,-74.16496031329827,Rite Aid,40.5915815,-74.1634231,Pharmacy
New Springville,40.594252379161695,-74.16496031329827,Dunkin',40.590883945966326,-74.16444896436246,Donut Shop
New Springville,40.594252379161695,-74.16496031329827,Bagel Shop,40.59520726703007,-74.16692523281426,Breakfast Spot
New Springville,40.594252379161695,-74.16496031329827,Shoalin,40.59484871787946,-74.16331262688374,Martial Arts School
New Springville,40.594252379161695,-74.16496031329827,Richmond Bagels,40.59277266844591,-74.1640756314528,Bagel Shop
New Springville,40.594252379161695,-74.16496031329827,Tic Tac Deli & Grocery,40.593421,-74.16283,Deli / Bodega
New Springville,40.594252379161695,-74.16496031329827,Grape Vine,40.59429168701172,-74.16149139404297,Flower Shop
New Springville,40.594252379161695,-74.16496031329827,Bario's,40.58985571129801,-74.16466232940182,Pizza Place
New Springville,40.594252379161695,-74.16496031329827,Designer Optical Outlet,40.59145879162672,-74.16400109400978,Optical Shop
New Springville,40.594252379161695,-74.16496031329827,Amazing Lash Studio,40.591215999999996,-74.16393199999999,Health & Beauty Service
New Springville,40.594252379161695,-74.16496031329827,Mr. Pizza's Pasta House,40.591163635253906,-74.1641616821289,Pizza Place
New Springville,40.594252379161695,-74.16496031329827,Soup Man,40.590995342148425,-74.16465472903027,Soup Place
New Springville,40.594252379161695,-74.16496031329827,Peking Taste IV,40.590757,-74.164559,Chinese Restaurant
New Springville,40.594252379161695,-74.16496031329827,Montalbano's Pool And Patio,40.596927642822266,-74.16175842285156,Furniture / Home Store
New Springville,40.594252379161695,-74.16496031329827,Island Kitchen,40.590047999999996,-74.16530300000001,Chinese Restaurant
Travis,40.58631375103281,-74.19073717538116,El Pollo II Restaurant,40.590629,-74.191982,Spanish Restaurant
Travis,40.58631375103281,-74.19073717538116,Showplace Bowling Alley,40.58844442664175,-74.19168112933984,Bowling Alley
Travis,40.58631375103281,-74.19073717538116,Fairfield Inn & Suites by Marriott New York Staten Island,40.586652,-74.19116,Hotel
Travis,40.58631375103281,-74.19073717538116,The Looney Bin Comedy Club,40.588486304498986,-74.19170097989867,Comedy Club
Travis,40.58631375103281,-74.19073717538116,New York Sports Club,40.5861688,-74.1935239,Gym
Travis,40.58631375103281,-74.19073717538116,LA Fitness,40.588187618192954,-74.19180726782817,Gym
Travis,40.58631375103281,-74.19073717538116,Comfort Inn Breakfast Cafe,40.586254,-74.190132,Café
Travis,40.58631375103281,-74.19073717538116,Staten Island New York Hotel,40.586781,-74.190973,Hotel
Travis,40.58631375103281,-74.19073717538116,The Cellar,40.58665181976679,-74.19044280652439,Wine Bar
Travis,40.58631375103281,-74.19073717538116,Tutto L italiano,40.58808685,-74.19155112,Pizza Place
Travis,40.58631375103281,-74.19073717538116,New York Sports Bar,40.586158000000005,-74.19385799999999,Bar
Travis,40.58631375103281,-74.19073717538116,Victory Sports Arena,40.58625411987305,-74.19468688964844,Sports Club
Travis,40.58631375103281,-74.19073717538116,New York Mechanical,40.586104,-74.195667,Home Service
Travis,40.58631375103281,-74.19073717538116,Comfort Inn,40.58619114786643,-74.19021569080735,Hotel
Travis,40.58631375103281,-74.19073717538116,Schmul Park,40.590105104498285,-74.18829988452143,Baseball Field
Travis,40.58631375103281,-74.19073717538116,Dr Seuss Park!,40.59006233739836,-74.188161124938,Park
Travis,40.58631375103281,-74.19073717538116,T & E Express Deli,40.590423,-74.192289,Deli / Bodega
New Dorp,40.57257231820632,-74.1164794360638,Piece A Cake,40.57330904848907,-74.11506337218066,Bakery
New Dorp,40.57257231820632,-74.1164794360638,Pizzeria Giove,40.57225602760008,-74.11312280991517,Pizza Place
New Dorp,40.57257231820632,-74.1164794360638,Plaza Bagels & Deli,40.57338689472842,-74.11768802680378,Bagel Shop
New Dorp,40.57257231820632,-74.1164794360638,La Strada,40.573742673776685,-74.11562734222126,Italian Restaurant
New Dorp,40.57257231820632,-74.1164794360638,Brioso,40.57305217331347,-74.1147890387532,Italian Restaurant
New Dorp,40.57257231820632,-74.1164794360638,Cantina Mexicana,40.573801597848664,-74.11606088924255,Mexican Restaurant
New Dorp,40.57257231820632,-74.1164794360638,Taste Of India II,40.57212651619049,-74.11267401240129,Indian Restaurant
New Dorp,40.57257231820632,-74.1164794360638,Something Sweet,40.57164273221767,-74.11210681709342,Dessert Shop
New Dorp,40.57257231820632,-74.1164794360638,SIPS + MAKER,40.5715696,-74.1122391,Coffee Shop
New Dorp,40.57257231820632,-74.1164794360638,A.F Bennett Salon & Wellness Spa,40.57110029044498,-74.11102851309995,Salon / Barbershop
New Dorp,40.57257231820632,-74.1164794360638,Little Italy Gourmet,40.57456522835696,-74.11614983551179,Italian Restaurant
New Dorp,40.57257231820632,-74.1164794360638,Nori,40.57373691295499,-74.11752277814138,Sushi Restaurant
New Dorp,40.57257231820632,-74.1164794360638,JHU Comic Books - Staten Island,40.57191558094112,-74.11236757113456,Hobby Shop
New Dorp,40.57257231820632,-74.1164794360638,Chase Bank,40.572699,-74.11439,Bank
New Dorp,40.57257231820632,-74.1164794360638,John's Deli,40.57339617204428,-74.11520299290436,Deli / Bodega
